# Time-averaged data for fix muavg
# TimeStep v_muex v_boltz v_wvol
103000 -2.36644 52.9557 15836.8
103100 -2.54595 71.5623 15876.6
103200 1.50347 0.0803062 15966.3
103300 -1.47344 11.8408 16018.9
103400 1.77288 0.0511074 15944.9
103500 0.651221 0.335425 15869.6
103600 -2.81926 113.184 15869.5
103700 -1.9745 27.4403 15855
103800 0.764847 0.277218 15824.1
103900 4.28437 0.000756663 15850.1
104000 6.10166 3.58955e-05 15852.7
104100 1.88408 0.0424112 15786
104200 0.96604 0.197813 15733.1
104300 5.87738 5.22907e-05 15744.4
104400 2.67995 0.0111609 15752.8
104500 -3.52914 372.323 15755.1
104600 2.72928 0.0102745 15785.2
104700 -1.18771 7.33209 15754.8
104800 2.16621 0.0264211 15715.7
104900 3.45087 0.00306265 15681.3
105000 0.850161 0.240254 15609.9
105100 5.16558 0.000172567 15546.7
105200 -0.0919153 1.1667 15554.1
105300 3.97154 0.00127878 15668
105400 0.271447 0.634242 15807.5
105500 -1.74276 18.6026 15931.7
105600 1.85576 0.0444744 16007.7
105700 2.10032 0.0295086 15963.1
105800 5.07937 0.000199416 15842.8
105900 -0.626566 2.86051 15708.5
106000 -1.58099 14.1817 15581.3
106100 10.3013 3.13085e-08 15536.6
106200 4.69102 0.000382534 15536.1
106300 -0.919603 4.67645 15524.2
106400 0.839628 0.244537 15516.2
106500 -0.734373 3.42751 15560.2
106600 0.812388 0.255969 15675.7
106700 -1.86995 23.0267 15746.6
106800 2.43557 0.0168161 15782.1
106900 1.95051 0.0379388 15812.1
107000 -1.16541 7.06289 15815.8
107100 1.17903 0.138387 15802.3
107200 1.07368 0.165135 15752.8
107300 3.60803 0.00235293 15688.5
107400 1.61198 0.0669424 15679.2
107500 3.60156 0.00237859 15695.4
107600 3.83993 0.00159468 15692.3
107700 4.07718 0.00107112 15677.3
107800 0.949633 0.203333 15628.5
107900 -1.41731 10.7768 15607.6
108000 3.39267 0.00337671 15594.5
108100 2.09847 0.0296006 15553.1
108200 2.89927 0.00772557 15567.8
108300 1.07641 0.164381 15585.4
108400 -1.12891 6.64338 15617.2
108500 -2.96223 143.86 15600.9
108600 2.15251 0.0270352 15585.7
108700 -1.75043 18.8435 15606.8
108800 1.35964 0.102217 15644.3
108900 3.55874 0.00255573 15622.2
109000 2.37369 0.0186553 15538.7
109100 1.11701 0.153558 15462.2
109200 0.560371 0.390642 15446.6
109300 1.96381 0.0371017 15499.8
109400 0.844532 0.242533 15677.9
109500 -0.872262 4.31945 15818.6
109600 -4.78699 3070.77 15851.6
109700 3.79358 0.00172362 15901.3
109800 5.2316 0.000154478 15963.8
109900 1.74678 0.0533949 15996.1
110000 2.56179 0.0136074 15915.2
110100 4.11947 0.000997776 15707.1
110200 5.57427 8.69425e-05 15527.6
110300 2.22011 0.024137 15409.5
110400 4.41458 0.000608208 15429.1
110500 4.26809 0.00077761 15450.2
110600 0.917005 0.214772 15477.2
110700 5.3632 0.000123878 15521.2
